ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;ScaleFactor;ModelId;Type
..\..\world\azeroth\swamposorrow\passivedoodads\vines\swamphangingvines01.obj;10138.6962890625;22.94597816467285;19092.134765625;0;131.82550048828125;0;1.0517578125;540513;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowtree01.obj;10270.5576171875;20.075469970703125;18817.40234375;0;308.5934143066406;0;1.1943359375;540343;m2
..\..\world\azeroth\swamposorrow\passivedoodads\vines\swamphangingvines02.obj;10138.6201171875;28.159040451049805;18919.169921875;0;88.91712951660156;0;1.140625;540391;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowtree01.obj;10160.0673828125;21.273088455200195;18703.57421875;0;100.92887878417969;0;1.1298828125;540268;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree05.obj;10197.501953125;19.047489166259766;18870.607421875;0;125.52262878417969;0;0.759765625;540379;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowtree02.obj;10202.2373046875;17.79193687438965;18858.08984375;0;149.10000610351562;0;0.9697265625;540349;m2
..\..\world\azeroth\swamposorrow\passivedoodads\vines\swamphangingvines02.obj;10148.66015625;29.13412094116211;19035.234375;0;199.294189453125;0;1.0625;540496;m2
..\..\world\azeroth\redridge\passivedoodads\trees\redridgefallentree01moss.obj;10179.84765625;22.111967086791992;19144.19140625;0;119.20747375488281;0;2.73046875;540564;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowtree01.obj;10220.525390625;17.769201278686523;18928.068359375;0;33.863548278808594;0;0.921875;540405;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowtree01.obj;10252.8173828125;21.373981475830078;18930.947265625;0;333.4452209472656;0;0.8798828125;540427;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowcanopytree05.obj;10238.5263671875;20.40779685974121;18719.89453125;0;314.559814453125;0;0.6279296875;540285;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowtree01.obj;10230.099609375;24.038665771484375;19115.3125;0;288.7942810058594;0;0.791015625;540549;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowtree01.obj;10133.6337890625;22.46410369873047;18745.67578125;0;146.86972045898438;0;0.74609375;540289;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowtree01.obj;10169.8583984375;20.038049697875977;18696.658203125;0;1.3074129819869995;0;0.728515625;540265;m2
..\..\world\azeroth\redridge\passivedoodads\trees\redridgefallentree02moss.obj;10192.48046875;22.153818130493164;19128.69140625;-17.5;44.48500061035156;0.5;1.9453125;540543;m2
..\..\world\azeroth\swamposorrow\passivedoodads\trees\swampsorrowtree01.obj;10165.263671875;25.36849594116211;18933.234375;0;18.957807540893555;0;0.65234375;540392;m2
..\..\world\azeroth\swamposorrow\passivedoodads\vines\swamphangingvines02.obj;10200.353515625;19.638473510742188;19055.06640625;0;270.8054504394531;0;0.607421875;540503;m2
..\..\world\azeroth\swamposorrow\passivedoodads\treelogs\swamptreelog03.obj;10166.3193359375;21.62572479248047;19179.37109375;0;-38.628116607666016;0;1.1142578125;540579;m2
..\..\world\azeroth\swamposorrow\passivedoodads\treelogs\swamptreelog04.obj;10249.9482421875;20.968639373779297;18925.408203125;0;341.9013977050781;0;1.1416015625;540428;m2
..\..\world\azeroth\swamposorrow\passivedoodads\treelogs\swamptreelog04.obj;10247.802734375;24.972827911376953;19153.021484375;0;352.844970703125;0;1.140625;540571;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10142.525390625;23.11405372619629;18745.794921875;0;56.46046447753906;0;1.234375;540293;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampofsorrowlilypad01.obj;10138.1552734375;18.243837356567383;18981.234375;0;145.7490692138672;0;1.2373046875;540453;m2
..\..\world\azeroth\swamposorrow\passivedoodads\treelogs\swamptreelog04.obj;10247.9990234375;22.57847023010254;19032.337890625;0;131.45028686523438;0;0.9560546875;540492;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10180.361328125;22.734981536865234;19187.603515625;0;212.1634521484375;0;1.19921875;540586;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampofsorrowlilypad01.obj;10164.9853515625;18.499717712402344;18803.349609375;0;127.39037322998047;0;1.18359375;540323;m2
..\..\world\azeroth\swamposorrow\passivedoodads\treelogs\swamptreelog04.obj;10225.12109375;20.814451217651367;18928.412109375;0;-79.43133544921875;0;0.8818359375;540410;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10236.2080078125;23.743986129760742;19068.029296875;0;112.22022247314453;0;1.2197265625;540527;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10202.25;18.58231544494629;18863.94921875;0;217.3642120361328;0;1.1572265625;540350;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10196.2607421875;20.117752075195312;19037.552734375;0;202.2576446533203;0;1.2099609375;540498;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10272.0283203125;22.473541259765625;18825.833984375;0;108.6471176147461;0;1.2373046875;540344;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10144.0068359375;24.225399017333984;18879.4140625;0;62.173526763916016;0;1.1640625;540367;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10177.732421875;22.852977752685547;19015.482421875;0;158.97702026367188;0;1.2041015625;540480;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10223.8759765625;21.928070068359375;18709.880859375;0;36.49769592285156;0;1.1298828125;540281;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10134.9501953125;25.313331604003906;18950.9375;0;323.7659912109375;0;1.123046875;540446;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10147.9248046875;20.248165130615234;18829.748046875;0;154.1457977294922;0;1.1298828125;540318;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampofsorrowlilypad01.obj;10211.82421875;18.473215103149414;18829.416015625;0;299.9359130859375;0;1.123046875;540336;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10168.724609375;21.933273315429688;18720.32421875;0;208.53785705566406;0;1.107421875;540276;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10252.4443359375;24.388294219970703;19041.37109375;0;136.86087036132812;0;1.076171875;540511;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10184.1064453125;22.796730041503906;18716.255859375;0;296.486083984375;0;1.1015625;540278;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10163.806640625;22.83645248413086;19121.767578125;0;167.38182067871094;0;1.203125;540537;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10195.8984375;19.039199829101562;19093.927734375;0;246.11224365234375;0;1.0947265625;540514;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10170.8740234375;25.73311424255371;18968.28515625;0;19.58922004699707;0;1.1171875;540463;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampofsorrowlilypad01.obj;10213.7236328125;18.450084686279297;18869.49609375;0;291.0257263183594;0;1.1171875;540384;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10183.986328125;23.06884765625;18920.708984375;0;156.41712951660156;0;1.078125;540400;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowroot02.obj;10259.96875;22.670345306396484;18861.740234375;0;80.27954864501953;0;1.1455078125;540357;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowroot02.obj;10140.623046875;26.23778533935547;18936.6015625;0;261.58148193359375;0;1.140625;540444;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampofsorrowlilypad01.obj;10158.9765625;18.480419158935547;18804.294921875;0;315.1194763183594;0;1.0361328125;540322;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10202.5791015625;18.489212036132812;19035.92578125;0;10.1077299118042;0;1.185546875;540504;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10181.9091796875;22.665935516357422;18718.591796875;0;333.69793701171875;0;1.0478515625;540277;m2
..\..\world\azeroth\swamposorrow\passivedoodads\treelogs\swamptreelog04.obj;10253.6396484375;23.084747314453125;18854.904296875;0;159.17843627929688;0;0.7548828125;540360;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10194.7451171875;22.32962989807129;18907.720703125;0;225.06179809570312;0;1.009765625;540399;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10257.46875;25.77315902709961;19161.521484375;0;101.28604888916016;0;1.1484375;540574;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10137.6669921875;21.550683975219727;19111.595703125;0;355.6273193359375;0;1.23046875;540536;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10235.6044921875;24.171493530273438;19078.978515625;0;202.3633575439453;0;1.0390625;540525;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10235.826171875;25.229148864746094;19112.583984375;0;99.2645034790039;0;1.15234375;540559;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampofsorrowlilypad01.obj;10207.9990234375;18.470012664794922;18866.091796875;0;96.48487854003906;0;1.2236328125;540355;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10192.154296875;21.643335342407227;18867.32421875;0;192.035888671875;0;1.119140625;540380;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10166.1650390625;21.85994529724121;19186.759765625;0;144.60646057128906;0;0.9853515625;540578;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10146.095703125;24.041379928588867;18893.7890625;0;244.96963500976562;0;1.013671875;540366;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10203.7080078125;23.95782470703125;18931.01171875;0;144.74984741210938;0;0.9765625;540413;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10157.865234375;22.496171951293945;19124.234375;0;56.3396110534668;0;0.9765625;540538;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10245.8515625;21.026824951171875;18926.884765625;0;307.6046142578125;0;0.9697265625;540430;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10248.947265625;26.399120330810547;19118.798828125;0;105.14237213134766;0;1.0703125;540560;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10244.1103515625;20.607261657714844;18915.927734375;0;11.514022827148438;0;1.0986328125;540431;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10221.8349609375;24.961578369140625;19130.19921875;0;160.25146484375;0;1.025390625;540551;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10158.6591796875;26.320697784423828;18960.330078125;0;351.584228515625;0;1.125;540445;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampofsorrowlilypad01.obj;10164.64453125;18.49163246154785;18819.53125;0;246.5736846923828;0;1.013671875;540326;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampofsorrowlilypad01.obj;10133.013671875;18.269943237304688;18978.7890625;0;326.06219482421875;0;0.96484375;539625;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10196.89453125;22.277379989624023;19188.736328125;0;97.03421020507812;0;1.1298828125;540588;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowroot02.obj;10250.7099609375;23.128459930419922;19022.765625;0;60.0531005859375;0;1.044921875;540491;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10258.947265625;22.31621742248535;18907.92578125;0;102.21431732177734;0;1.0673828125;540433;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowroot01.obj;10158.224609375;23.637985229492188;18875.916015625;0;340.5699768066406;0;1.388671875;540362;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10199.7197265625;22.093158721923828;19184.501953125;0;8.207037925720215;0;1.103515625;540589;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10224.0537109375;21.7900333404541;18714.814453125;0;150.4843292236328;0;0.94921875;540282;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10164.4755859375;18.874534606933594;18826.546875;0;60.304420471191406;0;0.947265625;540317;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10176.5791015625;22.1024112701416;18695.798828125;0;319.1405944824219;0;0.9248046875;540266;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10159.90234375;22.306861877441406;18759.8125;0;17.644580841064453;0;1.0029296875;540294;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10163.3515625;23.108379364013672;18881.544921875;0;276.8968811035156;0;1.0947265625;540372;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10196.38671875;18.76958465576172;19054.314453125;0;306.9893493652344;0;0.904296875;540497;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowroot03.obj;10224.9091796875;25.627487182617188;19137.923828125;0;256.9450988769531;0;1.244140625;540566;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowroot03.obj;10205.7763671875;23.40812873840332;18928.505859375;0;310.16448974609375;0;1.2373046875;540409;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10223.8671875;21.780595779418945;18733.357421875;0;102.01116943359375;0;1.0166015625;540304;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowroot03.obj;10238.0029296875;22.440832138061523;18807.990234375;0;132.96060180664062;0;1.232421875;540340;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10225.666015625;20.222206115722656;19004.126953125;0;95.8685531616211;0;1.0810546875;540486;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10186.4169921875;22.498106002807617;19173.51171875;0;120.7214584350586;0;0.8984375;540587;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10230.4833984375;22.47303009033203;19000.658203125;0;195.20004272460938;0;0.978515625;540485;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10228.8017578125;20.902090072631836;18929.30859375;0;12.612689971923828;0;1.0009765625;540414;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowroot02.obj;10246.9658203125;21.229103088378906;18914.2265625;0;134.3702392578125;0;0.9765625;540429;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowroot02.obj;10216.830078125;23.560794830322266;18996.27734375;0;21.358074188232422;0;0.9736328125;540466;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowroot03.obj;10163.62890625;22.175949096679688;18760.6796875;0;181.02725219726562;0;1.2099609375;540290;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10226.44140625;21.99555015563965;18736.453125;0;209.5925750732422;0;0.888671875;540303;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowroot03.obj;10149.1552734375;22.29815101623535;18766.46875;0;221.5570526123047;0;1.2060546875;540291;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowroot02.obj;10235.41015625;23.835128784179688;19161.509765625;0;4.917325973510742;0;0.9609375;540570;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowroot01.obj;10162.8076171875;25.31608009338379;18970.794921875;0;316.5587463378906;0;1.279296875;540460;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowroot01.obj;10216.4365234375;22.171493530273438;18735.275390625;0;240.71778869628906;0;1.275390625;540300;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10161.66796875;26.02960968017578;18936.279296875;0;98.48829650878906;0;1.01171875;540448;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10230.7060546875;22.894548416137695;18810.767578125;0;260.6256408691406;0;0.998046875;540335;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10251.25;22.730194091796875;18821.55859375;0;172.72132873535156;0;1.0166015625;540341;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampofsorrowlilypad01.obj;10218.103515625;18.483802795410156;18911.7890625;0;318.21771240234375;0;0.857421875;540421;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampofsorrowlilypad01.obj;10144.13671875;18.24302864074707;18996.02734375;0;151.28636169433594;0;0.8759765625;540456;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowroot02.obj;10184.4970703125;22.348634719848633;18729.5546875;0;113.50321960449219;0;0.9296875;540274;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10237.4951171875;26.1616268157959;19131.244140625;0;259.1643981933594;0;0.9599609375;540558;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10150.0380859375;23.926361083984375;18894.23828125;0;287.56494140625;0;0.90234375;540365;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant01.obj;10168.3037109375;25.424678802490234;18973.1796875;0;159.62522888183594;0;0.8828125;540464;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowroot01.obj;10173.177734375;22.448476791381836;19013.25;0;9.503463745117188;0;1.2265625;540478;m2
..\..\world\azeroth\swamposorrow\passivedoodads\plants\swampsorrowplant02.obj;10230.318359375;21.743257522583008;18719.70703125;0;36.3878288269043;0;1.2236328125;540283;m2
