ModelFile;PositionX;PositionY;PositionZ;RotationW;RotationX;RotationY;RotationZ;ScaleFactor;DoodadSet
..\..\..\generic\gnome\passive doodads\furniture\gnometable02.obj;583.4979248046875;-21.57906723022461;-180.54815673828125;-0.46063703298568726;0.07814355939626694;-0.1205434799194336;-0.875886082649231;0.9999999403953552;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool03.obj;571.0772705078125;-99.28936004638672;-201.0408477783203;0.948323667049408;0.31730467081069946;0;0;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool04.obj;572.144775390625;-100.34099578857422;-200.93186950683594;0.8936498165130615;-0.41197827458381653;0.16159822046756744;0.07449780404567719;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool05.obj;569.5676879882812;-100.1397705078125;-200.88938903808594;0.7846128940582275;-0.39119353890419006;0.21461614966392517;-0.4304533898830414;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool06.obj;571.6235961914062;-99.09251403808594;-200.9655303955078;0.7749361991882324;0.2013598084449768;-0.3013562560081482;0.5177958607673645;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool06.obj;571.25439453125;-100.8523941040039;-201.20242309570312;0.9455186128616333;0;-0.32556813955307007;0;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool02.obj;560.6469116210938;-103.4253921508789;-201.34344482421875;0.8410390019416809;0;-0.540974497795105;0;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool06.obj;583.8574829101562;-115.6329345703125;-202.3631134033203;0.8940054178237915;0.10599463433027267;-0.30783072113990784;0.30783072113990784;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool03.obj;582.755615234375;-114.51030731201172;-202.20152282714844;0.8966576457023621;0.30001744627952576;0.10330429673194885;0.30874398350715637;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool04.obj;584.2442626953125;-114.68180084228516;-202.09255981445312;0.8207083940505981;-0.4421443045139313;0.018667103722691536;0.36138296127319336;0.9999999403953552;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\buckets\gnomebucket01.obj;613.6694946289062;-63.22139358520508;-199.6813507080078;0.878817081451416;0;0;0.4771588444709778;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\buckets\gnomebucket02.obj;617.7939453125;-52.486507415771484;-199.6813507080078;0.878817081451416;0;0;0.4771588444709778;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool03.obj;617.4066772460938;-53.8259391784668;-199.67233276367188;0.9187911748886108;0;0;0.3947439193725586;0.9999999403953552;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool04.obj;618.3216552734375;-53.2191047668457;-199.6811065673828;1;0;0;0;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool05.obj;613.599853515625;-51.280723571777344;-199.65383911132812;0.9692308902740479;0;0;-0.24615329504013062;0.9999999403953552;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool06.obj;614.4590454101562;-51.54973220825195;-199.65383911132812;-0.49242350459098816;0;0;-0.8703557252883911;0.9999999403953552;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool06.obj;614.5100708007812;-64.12708282470703;-199.68418884277344;0.9848077297210693;0;0;0.1736481934785843;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool02.obj;614.8281860351562;-62.27700424194336;-199.56947326660156;-0.3625728189945221;-0.5770321488380432;0.17092467844486237;-0.7115894556045532;0.9999999403953552;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool06.obj;640.19970703125;-77.7356948852539;-183.2526092529297;-0.49242350459098816;0;0;-0.8703557252883911;0.9999999403953552;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool03.obj;639.2921142578125;-89.70389556884766;-183.27110290527344;0.9187911748886108;0;0;0.3947439193725586;0.9999999403953552;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool04.obj;640.2070922851562;-89.09705352783203;-183.2798614501953;1;0;0;0;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\buckets\gnomebucket02.obj;639.6793823242188;-88.36445617675781;-183.28012084960938;0.878817081451416;0;0;0.4771588444709778;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool03.obj;640.07666015625;-85.82890319824219;-183.30877685546875;-0.4500984251499176;0;0;-0.8929789662361145;0.9999999403953552;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\furniture\gnomechair01.obj;620.1415405273438;-80.73844146728516;-199.46388244628906;-0.45061737298965454;0.30060645937919617;0.45416679978370667;-0.7073275446891785;1.0000001192092896;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\furniture\gnometable05.obj;620.7571411132812;-78.58826446533203;-199.6564483642578;0.838670551776886;0;0;-0.5446390509605408;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\furniture\gnomechair01.obj;622.5584716796875;-79.59679412841797;-199.61224365234375;-0.3048643171787262;0;0;-0.9523957967758179;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\furniture\gnomechair01.obj;620.4456176757812;-75.09908294677734;-199.46388244628906;0.5638942122459412;-0.35910549759864807;0.40948134660720825;-0.6207991242408752;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\furniture\gnomechair01.obj;586.384033203125;-97.10443878173828;-202.95655822753906;0.5638942122459412;-0.35910549759864807;0.40948134660720825;-0.6207991242408752;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\furniture\gnometable05.obj;586.5559692382812;-100.59362030029297;-203.74554443359375;0.832419216632843;-0.06637480854988098;0.10220824182033539;-0.5405793786048889;0.9999999403953552;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\furniture\gnomechair01.obj;586.0798950195312;-102.74380493164062;-202.4220733642578;-0.45061737298965454;0.30060645937919617;0.45416679978370667;-0.7073275446891785;1.0000001192092896;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\furniture\gnomechair01.obj;585.02392578125;-100.53765869140625;-202.71942138671875;0.7880925536155701;-0.5149663090705872;-0.17731709778308868;0.2868421971797943;0.9999999403953552;Set_$DefaultGlobal
..\..\..\generic\dwarf\passive doodads\gyrocopter\gyrocopter.obj;640.8659057617188;-454.1357421875;-272.2642517089844;-0.3501772880554199;0.012260659597814083;-0.004584075883030891;-0.9365919828414917;1.0800002813339233;Set_$DefaultGlobal
..\..\..\generic\dwarf\passive doodads\gyrocopter\gyrocopter.obj;644.806884765625;-411.17864990234375;-272.2642517089844;0.42258214950561523;0.01186320185661316;0.00553189916536212;-0.906230092048645;1.080000400543213;Set_$DefaultGlobal
..\..\..\generic\dwarf\passive doodads\gyrocopter\gyrocopter.obj;661.6328735351562;-444.8428039550781;-272.2642517089844;-0.3501772880554199;0.012260659597814083;-0.004584075883030891;-0.9365919828414917;1.0800002813339233;Set_$DefaultGlobal
..\..\..\generic\dwarf\passive doodads\gyrocopter\gyrocopter.obj;617.9275512695312;-436.66412353515625;-272.2642517089844;0.9771474003791809;0.0027773212641477585;0.012791560031473637;-0.21215936541557312;1.0800002813339233;Set_$DefaultGlobal
..\..\..\generic\dwarf\passive doodads\gyrocopter\gyrocopter.obj;675.77587890625;-420.42303466796875;-272.2642517089844;0.8037879467010498;-0.007785986177623272;0.010522162541747093;0.5947718620300293;1.080000400543213;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\lights\gnomestructuralspotlight02.obj;814.90478515625;-111.5562973022461;-253.71066284179688;-0.02297373116016388;-0.011488353833556175;-0.16660760343074799;-0.9856886863708496;3.232759952545166;Set_$DefaultGlobal
..\..\..\generic\activedoodads\instanceportal\instanceportal.obj;727.97900390625;-1.5629119873046875;-249.59796142578125;1;0;0;0;2.4953272342681885;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\buckets\gnomebucket02.obj;688.6119995117188;-391.6150817871094;-273.08856201171875;0.8987939953804016;0;0;0.4383712112903595;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\buckets\gnomebucket02.obj;664.10302734375;-439.2523193359375;-273.08856201171875;-0.08280812203884125;0;0;-0.9965655207633972;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\lights\gnomemaintenancelight01.obj;435.42547607421875;-45.3817024230957;-154.03787231445312;-0.4849836230278015;-0.0025105983950197697;0.0479050874710083;-0.8732065558433533;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\lights\gnomemaintenancelight01.obj;589.2688598632812;-24.2901554107666;-179.86241149902344;-0.4625873863697052;-0.036164723336696625;0.18903771042823792;-0.8654304146766663;1.0000001192092896;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\lights\gnomemaintenancelight01.obj;619.9954223632812;-78.896240234375;-198.4463653564453;0.9247754812240601;0.0005723052308894694;0.005353608168661594;-0.3804751932621002;0.9999999403953552;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\lights\gnomemaintenancelight01.obj;631.0339965820312;-78.49662017822266;-183.27772521972656;0.8076022267341614;-0.004265672527253628;0.0032852229196578264;0.5897030234336853;0.9999999403953552;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\lights\gnomemaintenancelight01.obj;657.6818237304688;-434.9473876953125;-273.073974609375;0.8371012210845947;0.001565334154292941;0.005151541903614998;-0.5470215082168579;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\lights\gnomemaintenancelight01.obj;686.8512573242188;-391.87030029296875;-273.0738830566406;0.8219983577728271;0.0017041066894307733;0.005107316188514233;-0.569464385509491;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\lights\gnomemaintenancelight01.obj;775.1052856445312;-347.9444885253906;-271.6083984375;0.0964791551232338;0.004999133758246899;0.0019993295427411795;-0.9953204393386841;0.9999999403953552;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\lights\gnomemaintenancelight01.obj;817.7569580078125;-410.7117919921875;-272.6016845703125;0.19742417335510254;0.004769317340105772;0.0024984509218484163;-0.9803034067153931;0.9999999403953552;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\lights\gnomemaintenancelight01.obj;853.520751953125;-302.5248718261719;-264.38934326171875;0.9325407147407532;0.0004600617685355246;0.005364419426769018;-0.3610246479511261;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\lights\gnomemaintenancelight01.obj;824.8137817382812;-298.7366943359375;-271.6067810058594;0.2728899419307709;0.0045610880479216576;0.0028609661385416985;-0.9620302319526672;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\lights\gnomemaintenancelight01.obj;617.9819946289062;-64.98184967041016;-199.65977478027344;0.5964048504829407;-0.005048008169978857;0.0018725041300058365;0.8026657104492188;1;Set_$DefaultGlobal
..\..\..\generic\activedoodads\doors\gnomeregandoors\gnomeregandoor01.obj;692.5281372070312;-1.6175528764724731;-239.3907012939453;1;0;0;0;1;Set_$DefaultGlobal
..\..\..\goober\g_levermetal.obj;694.6844482421875;-8.47227954864502;-239.4297637939453;1;0;0;0;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\lights\gnomestructuralspotlight02.obj;463.50823974609375;-284.7988586425781;-187.34841918945312;0.9761633276939392;0.1362203061580658;0.025078903883695602;0.167093425989151;3.7500011920928955;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\lights\gnomestructuralspotlight02.obj;474.1396484375;-271.0089111328125;-209.82374572753906;-0.13235214352607727;0.8698326945304871;-0.47526082396507263;-0.0010589953744783998;3.2051291465759277;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\lights\gnomestructuralspotlight02.obj;418.6304626464844;-201.61695861816406;-209.9407501220703;-0.024025630205869675;-0.3169957101345062;-0.939146101474762;0.13015753030776978;3.2051289081573486;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\lights\gnomestructuralspotlight02.obj;560.4957885742188;-348.1544494628906;-205.07366943359375;-0.061091843992471695;-0.006810503080487251;-0.13834211230278015;-0.9884750247001648;3.750002145767212;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\lights\gnomestructuralspotlight02.obj;538.4602661132812;-345.885986328125;-205.4007110595703;0.029611533507704735;0.005876592826098204;-0.13838492333889008;-0.9899182915687561;3.750002145767212;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\hazardlights\gnomehazardlight01.obj;378.4957275390625;-40.79313659667969;-153.1646270751953;0.9824503660202026;0;0;-0.18652406334877014;2;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe03.obj;741.348388671875;-675.8563232421875;-323.51141357421875;0.18458302319049835;0.5953016877174377;-0.7688427567481995;0.14291900396347046;0.7817388772964478;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe02.obj;764.6714477539062;-639.5774536132812;-292.5812683105469;0.3548417389392853;0.531489372253418;-0.4731648564338684;-0.6064003705978394;0.7092198729515076;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe02.obj;771.043212890625;-614.7360229492188;-285.133544921875;0.3548417389392853;0.531489372253418;-0.4731648564338684;-0.6064003705978394;0.7092198729515076;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe03.obj;729.6468505859375;-640.1082763671875;-291.06842041015625;0.6225162148475647;0.0001365007774438709;-0.0001828816020861268;-0.7826068997383118;0.7817387580871582;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe04.obj;714.0023803710938;-560.7333374023438;-274.7445983886719;0.6996252536773682;-0.3816441595554352;0.001064416952431202;-0.6040456295013428;0.7795316576957703;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe03.obj;777.7066650390625;-546.2944946289062;-283.3193664550781;0.3337390422821045;0.006999177858233452;-0.012966703623533249;-0.9425503611564636;0.4961845576763153;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\lights\gnomestructuralspotlight02.obj;625.4028930664062;-678.0701293945312;-301.5865478515625;0.4779515564441681;0.13946814835071564;-0.1436634212732315;-0.8552612066268921;3.2327592372894287;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe04.obj;882.0891723632812;-379.1474914550781;-301.4202575683594;-0.0669485405087471;0.8498811721801758;-0.48305240273475647;-0.1997004747390747;0.9017279148101807;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe01.obj;839.0501708984375;-413.0746765136719;-266.8018798828125;0.9996573328971863;0;0;-0.026176944375038147;0.8217860460281372;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe04.obj;885.9462890625;-349.8497619628906;-301.4202880859375;0.09386977553367615;0.9425263404846191;0.25938716530799866;-0.18854929506778717;0.9017279744148254;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe04.obj;824.6687622070312;-303.68194580078125;-301.4202880859375;-0.19910864531993866;-0.49045050144195557;-0.8456334471702576;0.06868869066238403;0.9017279744148254;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe04.obj;853.8947143554688;-308.0498046875;-301.4202575683594;0.09222082793712616;0.9447540044784546;0.25115227699279785;-0.18936127424240112;0.9017281532287598;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe04.obj;776.6876831054688;-364.26690673828125;-301.4202880859375;-0.1893613040447235;0.25115227699279785;-0.9447540044784546;-0.09222083538770676;0.9017279148101807;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe04.obj;781.0555419921875;-335.0409240722656;-301.4202575683594;-0.19910864531993866;-0.49045050144195557;-0.8456334471702576;0.06868869066238403;0.9017279148101807;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe04.obj;839.4639892578125;-413.1358642578125;-301.4202880859375;-0.06868868321180344;0.8456334471702576;-0.49045053124427795;-0.19910864531993866;0.9017279744148254;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe04.obj;810.238037109375;-408.7679748535156;-301.4202575683594;-0.1893613040447235;0.25115230679512024;-0.9447540044784546;-0.09222085028886795;0.9017279148101807;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe03.obj;893.244873046875;-347.46234130859375;-256.72918701171875;-0.05233598127961159;-7.033182924942594e-8;3.869119495902851e-7;-0.9986295104026794;0.7817387580871582;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe03.obj;841.5951538085938;-281.8505554199219;-252.4803924560547;-0.04835224151611328;-0.3815038204193115;0.030025333166122437;-0.9226133227348328;0.7817388772964478;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe02.obj;871.4959106445312;-298.8243103027344;-264.6011047363281;-0.03839969262480736;-0.04178357869386673;-0.7117485404014587;-0.7001383304595947;0.5883898735046387;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe02.obj;908.5591430664062;-301.07763671875;-270.7805480957031;-0.3196885585784912;0.3168140649795532;0.6255373954772949;-0.6372841000556946;0.5883898735046387;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe04.obj;809.8191528320312;-289.6645812988281;-268.5401306152344;0.8500068187713623;-0.012021183967590332;0.025986114516854286;-0.5259929299354553;0.3666483759880066;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe01.obj;772.0436401367188;-282.7218933105469;-266.3009033203125;0.21557152271270752;-0.665511965751648;-0.23894326388835907;-0.6734455227851868;0.6897270083427429;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\hazardlights\gnomehazardlight01.obj;496.84820556640625;-45.92420959472656;-156.56602478027344;0.9824503660202026;0;0;-0.18652406334877014;3;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe03.obj;559.71435546875;-319.4935607910156;-195.55160522460938;0.5264129042625427;-0.4009263813495636;0.6582990884780884;-0.3588731586933136;0.7169284820556641;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\pipes\gnomepipe04.obj;524.9231567382812;-291.7666931152344;-198.03990173339844;0.5574823617935181;-0.12268821895122528;-0.07135333865880966;-0.8179668188095093;0.7795315980911255;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\parts\gnomescrew02.obj;837.4129638671875;-435.2772216796875;-272.1790466308594;-0.1390026956796646;0.5599725842475891;-0.2381286919116974;-0.7812833189964294;0.7692309617996216;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\parts\gnomescrew02.obj;837.8469848632812;-433.31768798828125;-272.1790466308594;-0.45332640409469604;0.4088404178619385;-0.4506928622722626;-0.6513222455978394;0.7692309617996216;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\parts\gnomescrew02.obj;835.8682250976562;-433.7928771972656;-272.1790466308594;0.7759562730789185;0.25752633810043335;0.5513209700584412;-0.1661844700574875;0.7692309021949768;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\buckets\gnomebucket03.obj;835.94287109375;-431.42510986328125;-272.6232604980469;0.9288095235824585;0;0;0.3705574870109558;1.0000001192092896;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool04.obj;833.8450317382812;-430.77227783203125;-272.6130676269531;0.434445321559906;0;0;-0.9006982445716858;0.9999999403953552;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\furniture\gnometable02.obj;835.5684204101562;-418.6051330566406;-272.6826477050781;0.9537169337272644;0;0;0.3007058799266815;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool04.obj;836.8847045898438;-419.2585754394531;-272.6130676269531;0.9869964122772217;0;0;-0.16074253618717194;1.0000001192092896;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\buckets\gnomebucket02.obj;833.3359985351562;-420.3404541015625;-272.6826477050781;0.9205048680305481;0;0;-0.3907310962677002;0.9999999403953552;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool04.obj;830.4282836914062;-417.7525939941406;-272.6130676269531;0.930417537689209;0;0;-0.36650124192237854;0.9999999403953552;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\buckets\gnomebucket03.obj;828.6326904296875;-418.52899169921875;-272.6232604980469;0.24615325033664703;0;0;-0.9692309498786926;1.0000003576278687;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool03.obj;829.0510864257812;-416.0636291503906;-271.6075744628906;0.061048541218042374;0;0;-0.9981347918510437;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\furniture\gnometable02.obj;829.2546997070312;-416.299072265625;-272.6826477050781;0.9997620582580566;0;0;0.021814947947859764;1.0000001192092896;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\furniture\gnomechair02.obj;829.0931396484375;-414.51947021484375;-272.60040283203125;0.6883545517921448;0;0;-0.7253743410110474;1.0000001192092896;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\furniture\gnomechair02.obj;825.1929931640625;-414.5763244628906;-272.60040283203125;0.013089630752801895;0;0;-0.9999143481254578;1.000000238418579;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\parts\gnomescrew02.obj;823.2095947265625;-414.6984558105469;-271.19024658203125;0.7793968915939331;0.2454380989074707;0.5568076968193054;-0.14921751618385315;0.7692310810089111;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\furniture\gnometable02.obj;823.1388549804688;-415.1476135253906;-272.6826477050781;0.7933533787727356;0;0;-0.6087614297866821;0.9999999403953552;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\furniture\gnomechair02.obj;820.9412231445312;-414.4266052246094;-272.60040283203125;0.9862856268882751;0;0;-0.16504758596420288;1.000000238418579;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\tools\gnometool04.obj;822.0745849609375;-416.1610412597656;-272.6130676269531;0.434445321559906;0;0;-0.9006982445716858;0.9999999403953552;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\buckets\gnomebucket03.obj;820.9493408203125;-416.93035888671875;-272.6232604980469;0.7163019180297852;0;0;-0.6977904438972473;1;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\furniture\gnomechair02.obj;835.6424560546875;-420.91680908203125;-272.60040283203125;0.7009092569351196;0;0;0.713250458240509;1.0000001192092896;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\steamwhistles\gnomewhistle02.obj;825.1993408203125;-435.7383117675781;-259.2939758300781;-4.371138828673793e-8;0;0;-1;1.5;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\steamwhistles\gnomewhistle03.obj;819.5927124023438;-435.30206298828125;-259.4967956542969;0.9961947202682495;0;0;-0.0871557742357254;1.934999942779541;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\lights\gnomestructuralspotlight02.obj;804.4243774414062;-430.1114501953125;-249.15028381347656;0.7993690967559814;0.07666458189487457;-0.07570097595453262;-0.5911015272140503;3.2327589988708496;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\lights\gnomestructuralspotlight02.obj;887.7579345703125;-382.10455322265625;-249.15028381347656;0.9647255539894104;0.09979834407567978;-0.040600307285785675;-0.24020110070705414;3.232759475708008;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\parts\gnomescrew02.obj;891.1296997070312;-348.3604736328125;-272.1790466308594;-0.17632703483104706;0.5479027628898621;-0.26472073793411255;-0.7737146019935608;0.7692311406135559;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\parts\gnomescrew02.obj;889.7274169921875;-347.7060852050781;-272.1790466308594;0.6951398253440857;0.4054884612560272;0.45371100306510925;-0.3827610909938812;0.7692309617996216;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\parts\gnomescrew02.obj;888.4857788085938;-347.7132263183594;-272.1790466308594;0.7362260818481445;-0.09479573369026184;0.6010726094245911;0.29613617062568665;0.769230842590332;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\parts\gnomescrew02.obj;889.2040405273438;-348.8399658203125;-272.1790466308594;0.7925789952278137;0.16555683314800262;0.585547149181366;-0.03929433599114418;0.7692310214042664;Set_$DefaultGlobal
..\..\..\generic\gnome\passive doodads\parts\gnomescrew02.obj;888.1902465820312;-348.9964904785156;-272.1790466308594;0.47103968262672424;0.5581920742988586;0.24227282404899597;-0.6386290788650513;0.7692309021949768;Set_$DefaultGlobal
